municipality,state,code,variable,value
Oxchuc,Chiapas,Coutput/pdfs/07064,"Rango de precipitación","1 200 – 2 000 mm"
Palenque,Chiapas,Coutput/pdfs/07065,"Rango de temperatura","22 – 28°C"
Palenque,Chiapas,Coutput/pdfs/07065,"Rango de precipitación","1 500 – 4 500 mm"
Pantelhó,Chiapas,Coutput/pdfs/07066,"Rango de temperatura","18 – 26°C"
Pantelhó,Chiapas,Coutput/pdfs/07066,"Rango de precipitación","1 500 – 2 500 mm"
Pantepec,Chiapas,Coutput/pdfs/07067,"Rango de temperatura","18 – 28°C"
Pantepec,Chiapas,Coutput/pdfs/07067,"Rango de precipitación","1 200 – 4 500 mm"
Pichucalco,Chiapas,Coutput/pdfs/07068,"Rango de temperatura","20 – 28°C"
Pichucalco,Chiapas,Coutput/pdfs/07068,"Rango de precipitación","2 500 – 4 500 mm"
Pijijiapan,Chiapas,Coutput/pdfs/07069,"Rango de temperatura","16 – 30°C"
Pijijiapan,Chiapas,Coutput/pdfs/07069,"Rango de precipitación","1 500 – 4 000 mm"
El Porvenir,Chiapas,Coutput/pdfs/07070,"Rango de temperatura","14 – 24°C"
El Porvenir,Chiapas,Coutput/pdfs/07070,"Rango de precipitación","1 200 – 4 000 mm"
Villa Comaltitlán,Chiapas,Coutput/pdfs/07071,"Rango de temperatura","22 – 30°C"
Villa Comaltitlán,Chiapas,Coutput/pdfs/07071,"Rango de precipitación","1 500 – 4 000 mm"
Pueblo Nuevo Solistahuacán,Chiapas,Coutput/pdfs/07072,"Rango de temperatura","16 – 26°C"
Pueblo Nuevo Solistahuacán,Chiapas,Coutput/pdfs/07072,"Rango de precipitación","1 500 – 4 500 mm"
Rayón,Chiapas,Coutput/pdfs/07073,"Rango de temperatura","20 – 26°C"
Rayón,Chiapas,Coutput/pdfs/07073,"Rango de precipitación","1 500 – 4 000 mm"
Reforma,Chiapas,Coutput/pdfs/07074,"Rango de temperatura","24 – 28°C"
Reforma,Chiapas,Coutput/pdfs/07074,"Rango de precipitación","2 000 – 3 000 mm"
Las Rosas,Chiapas,Coutput/pdfs/07075,"Rango de temperatura","14 – 24°C"
Las Rosas,Chiapas,Coutput/pdfs/07075,"Rango de precipitación","900 – 1 500 mm"
Sabanilla,Chiapas,Coutput/pdfs/07076,"Rango de temperatura","18 – 26°C"
Sabanilla,Chiapas,Coutput/pdfs/07076,"Rango de precipitación","1 500 – 3 500 mm"
Salto de Agua,Chiapas,Coutput/pdfs/07077,"Rango de temperatura","20 – 28°C"
Salto de Agua,Chiapas,Coutput/pdfs/07077,"Rango de precipitación","2 500 – 4 500 mm"
San Cristóbal de las Casas,Chiapas,Coutput/pdfs/07078,"Rango de temperatura","12 – 24°C"
San Cristóbal de las Casas,Chiapas,Coutput/pdfs/07078,"Rango de precipitación","1 000 – 1 500 mm"
San Fernando,Chiapas,Coutput/pdfs/07079,"Rango de temperatura","22 – 28°C"
San Fernando,Chiapas,Coutput/pdfs/07079,"Rango de precipitación","900 – 2 000 mm"
Siltepec,Chiapas,Coutput/pdfs/07080,"Rango de temperatura","12 – 24°C"
Siltepec,Chiapas,Coutput/pdfs/07080,"Rango de precipitación","1 500 – 4 000 mm"
Simojovel,Chiapas,Coutput/pdfs/07081,"Rango de temperatura","16 – 26°C"
Simojovel,Chiapas,Coutput/pdfs/07081,"Rango de precipitación","1 500 – 2 500 mm"
Sitalá,Chiapas,Coutput/pdfs/07082,"Rango de temperatura","20 – 26°C"
Sitalá,Chiapas,Coutput/pdfs/07082,"Rango de precipitación","2 000 – 2 500 mm"
Socoltenango,Chiapas,Coutput/pdfs/07083,"Rango de temperatura","20 – 26°C"
Socoltenango,Chiapas,Coutput/pdfs/07083,"Rango de precipitación","900 – 1 500 mm"
Solosuchiapa,Chiapas,Coutput/pdfs/07084,"Rango de temperatura","20 – 26°C"
Solosuchiapa,Chiapas,Coutput/pdfs/07084,"Rango de precipitación","4 000 – 5 000 mm"
Soyaló,Chiapas,Coutput/pdfs/07085,"Rango de temperatura","20 – 28°C"
Soyaló,Chiapas,Coutput/pdfs/07085,"Rango de precipitación","800 – 1 500 mm"
Suchiapa,Chiapas,Coutput/pdfs/07086,"Rango de temperatura","20 – 26°C"
Suchiapa,Chiapas,Coutput/pdfs/07086,"Rango de precipitación","800 – 1 500 mm"
Suchiate,Chiapas,Coutput/pdfs/07087,"Rango de temperatura","26 – 30°C"
Suchiate,Chiapas,Coutput/pdfs/07087,"Rango de precipitación","1 000 – 2 000 mm"
Sunuapa,Chiapas,Coutput/pdfs/07088,"Rango de temperatura","22 – 26°C"
Sunuapa,Chiapas,Coutput/pdfs/07088,"Rango de precipitación","3 500 – 4 500 mm"
Tapachula,Chiapas,Coutput/pdfs/07089,"Rango de temperatura","14 – 30°C"
Tapachula,Chiapas,Coutput/pdfs/07089,"Rango de precipitación","1 000 – 5 000 mm"
Tapalapa,Chiapas,Coutput/pdfs/07090,"Rango de temperatura","18 – 26°C"
Tapalapa,Chiapas,Coutput/pdfs/07090,"Rango de precipitación","2 000 – 4 000 mm"
Tapilula,Chiapas,Coutput/pdfs/07091,"Rango de temperatura","18 – 26°C"
Tapilula,Chiapas,Coutput/pdfs/07091,"Rango de precipitación","2 500 – 4 000 mm"
Tecpatán,Chiapas,Coutput/pdfs/07092,"Rango de temperatura","20 – 28°C"
Tecpatán,Chiapas,Coutput/pdfs/07092,"Rango de precipitación","1 500–3 500 mm"
Tenejapa,Chiapas,Coutput/pdfs/07093,"Rango de temperatura","12 – 22°C"
Tenejapa,Chiapas,Coutput/pdfs/07093,"Rango de precipitación","1 000 –2 500 mm"
Teopisca,Chiapas,Coutput/pdfs/07094,"Rango de temperatura","12 – 24°C"
Teopisca,Chiapas,Coutput/pdfs/07094,"Rango de precipitación","1 000 –1 500 mm"
Tila,Chiapas,Coutput/pdfs/07096,"Rango de temperatura","16 – 28°C"
Tila,Chiapas,Coutput/pdfs/07096,"Rango de precipitación","1 500 – 5 000 mm"
Tonalá,Chiapas,Coutput/pdfs/07097,"Rango de temperatura","14 – 30°C"
Tonalá,Chiapas,Coutput/pdfs/07097,"Rango de precipitación","1 200 –3 500 mm"
Totolapa,Chiapas,Coutput/pdfs/07098,"Rango de temperatura","20 – 28°C"
Totolapa,Chiapas,Coutput/pdfs/07098,"Rango de precipitación","800 –1 500 mm"
La Trinitaria,Chiapas,Coutput/pdfs/07099,"Rango de temperatura","18 – 26°C"
La Trinitaria,Chiapas,Coutput/pdfs/07099,"Rango de precipitación","800 –3 500 mm"
Tumbalá,Chiapas,Coutput/pdfs/07100,"Rango de temperatura","18 – 26°C"
Tumbalá,Chiapas,Coutput/pdfs/07100,"Rango de precipitación","2 000 – 5 000 mm"
Tuxtla Gutiérrez,Chiapas,Coutput/pdfs/07101,"Rango de temperatura","20 – 28°C"
Tuxtla Gutiérrez,Chiapas,Coutput/pdfs/07101,"Rango de precipitación","800 – 1 200 mm"
Tuxtla Chico,Chiapas,Coutput/pdfs/07102,"Rango de temperatura","24 – 30°C"
Tuxtla Chico,Chiapas,Coutput/pdfs/07102,"Rango de precipitación","1 200 – 5 000 mm"
Tuzantán,Chiapas,Coutput/pdfs/07103,"Rango de temperatura","20 – 30°C"
Tuzantán,Chiapas,Coutput/pdfs/07103,"Rango de precipitación","2 000 – 5 000 mm"
Tzimol,Chiapas,Coutput/pdfs/07104,"Rango de temperatura","18 – 26°C"
Tzimol,Chiapas,Coutput/pdfs/07104,"Rango de precipitación","900 – 1 200 mm"
Unión Juárez,Chiapas,Coutput/pdfs/07105,"Rango de temperatura","10 – 26°C"
Unión Juárez,Chiapas,Coutput/pdfs/07105,"Rango de precipitación","4 000 – 5 000 mm"
Venustiano Carranza,Chiapas,Coutput/pdfs/07106,"Rango de temperatura","16 – 26°C"
Venustiano Carranza,Chiapas,Coutput/pdfs/07106,"Rango de precipitación","1 000 – 1 500 mm"
Villa Corzo,Chiapas,Coutput/pdfs/07107,"Rango de temperatura","14 – 26°C"
Villa Corzo,Chiapas,Coutput/pdfs/07107,"Rango de precipitación","1 000 – 3 500 mm"
Villaflores,Chiapas,Coutput/pdfs/07108,"Rango de temperatura","14 – 26°C"
Villaflores,Chiapas,Coutput/pdfs/07108,"Rango de precipitación","1 000 – 3 500 mm"
Yajalón,Chiapas,Coutput/pdfs/07109,"Rango de temperatura","16 – 26°C"
Yajalón,Chiapas,Coutput/pdfs/07109,"Rango de precipitación","1 500 – 3 500 mm"
San Lucas,Chiapas,Coutput/pdfs/07110,"Rango de temperatura","18 – 26°C"
San Lucas,Chiapas,Coutput/pdfs/07110,"Rango de precipitación","1 000 – 1 500 mm"
Zinacantán,Chiapas,Coutput/pdfs/07111,"Rango de temperatura","12 – 24°C"
Zinacantán,Chiapas,Coutput/pdfs/07111,"Rango de precipitación","1 000 – 1 500 mm"
San Juan Cancuc,Chiapas,Coutput/pdfs/07112,"Rango de temperatura","18 – 24°C"
San Juan Cancuc,Chiapas,Coutput/pdfs/07112,"Rango de precipitación","1 500 – 2 500 mm"
Aldama,Chiapas,Coutput/pdfs/07113,"Rango de temperatura","16 – 24°C"
Aldama,Chiapas,Coutput/pdfs/07113,"Rango de precipitación","1 500 – 2 500 mm"
Benemérito de las Américas,Chiapas,Coutput/pdfs/07114,"Rango de temperatura","24 – 28°C"
Benemérito de las Américas,Chiapas,Coutput/pdfs/07114,"Rango de precipitación","1500 - 2500 mm"
Maravilla Tenejapa,Chiapas,Coutput/pdfs/07115,"Rango de temperatura","22 – 26°C"
Maravilla Tenejapa,Chiapas,Coutput/pdfs/07115,"Rango de precipitación","2 000 – 3 500 mm"
Marqués de Comillas,Chiapas,Coutput/pdfs/07116,"Rango de temperatura","24 – 28°C"
Marqués de Comillas,Chiapas,Coutput/pdfs/07116,"Rango de precipitación","1 500 – 3 500 mm"
Montecristo de Guerrero,Chiapas,Coutput/pdfs/07117,"Rango de temperatura","14 – 24°C"
Montecristo de Guerrero,Chiapas,Coutput/pdfs/07117,"Rango de precipitación","2 500 – 4 000 mm"
San Andrés Duraznal,Chiapas,Coutput/pdfs/07118,"Rango de temperatura","16 – 26°C"
San Andrés Duraznal,Chiapas,Coutput/pdfs/07118,"Rango de precipitación","1 500 – 3 000 mm"
Santiago el Pinar,Chiapas,Coutput/pdfs/07119,"Rango de temperatura","16 – 24°C"
Santiago el Pinar,Chiapas,Coutput/pdfs/07119,"Rango de precipitación","1 500 – 2 500 mm"
Ahumada,Chihuahua,Coutput/pdfs/08001,"Rango de temperatura","12 – 18°C"
Ahumada,Chihuahua,Coutput/pdfs/08001,"Rango de precipitación","100 - 400 mm"
Aldama,Chihuahua,Coutput/pdfs/08002,"Rango de temperatura","14 –20 °C"
Aldama,Chihuahua,Coutput/pdfs/08002,"Rango de precipitación","200 -400 mm"
Allende,Chihuahua,Coutput/pdfs/08003,"Rango de temperatura","16 – 20°C"
Allende,Chihuahua,Coutput/pdfs/08003,"Rango de precipitación","300 - 500 mm"
Aquiles Serdán,Chihuahua,Coutput/pdfs/08004,"Rango de temperatura","16 – 20°C"
Aquiles Serdán,Chihuahua,Coutput/pdfs/08004,"Rango de precipitación","200 - 400 mm"
Ascensión,Chihuahua,Coutput/pdfs/08005,"Rango de temperatura","12– 18°C"
Ascensión,Chihuahua,Coutput/pdfs/08005,"Rango de precipitación","100 - 400 mm"
Bachíniva,Chihuahua,Coutput/pdfs/08006,"Rango de temperatura","08 – 14°C"
Bachíniva,Chihuahua,Coutput/pdfs/08006,"Rango de precipitación","400 - 600 mm"
Balleza,Chihuahua,Coutput/pdfs/08007,"Rango de temperatura","8 – 20°C"
Balleza,Chihuahua,Coutput/pdfs/08007,"Rango de precipitación","400 – 1 000 mm"
Batopilas,Chihuahua,Coutput/pdfs/08008,"Rango de temperatura","10 – 26°C"
Batopilas,Chihuahua,Coutput/pdfs/08008,"Rango de precipitación","500 – 1 200 mm"
Bocoyna,Chihuahua,Coutput/pdfs/08009,"Rango de temperatura","08 – 22°C"
Bocoyna,Chihuahua,Coutput/pdfs/08009,"Rango de precipitación","600 – 1 000 mm"
Buenaventura,Chihuahua,Coutput/pdfs/08010,"Rango de temperatura","8 – 18°C"
Buenaventura,Chihuahua,Coutput/pdfs/08010,"Rango de precipitación","200 - 600 mm"
Camargo,Chihuahua,Coutput/pdfs/08011,"Rango de temperatura","14 – 20°C"
Camargo,Chihuahua,Coutput/pdfs/08011,"Rango de precipitación","200 - 400 mm"
Carichí,Chihuahua,--,Carichí,Chihuahua,Coutput/pdfs/08012,"Rango de temperatura","08 – 18°C"
Carichí,Chihuahua,--,Carichí,Chihuahua,Coutput/pdfs/08012,"Rango de precipitación","400 - 800 mm"
Carichí,Chihuahua,--,Carichí,Chihuahua,Coutput/pdfs/08012,"--"
Carichí,Chihuahua,--,Carichí,Chihuahua,Coutput/pdfs/08012,"Rango de temperatura","08 – 18°C"
Carichí,Chihuahua,--,Carichí,Chihuahua,Coutput/pdfs/08012,"Rango de precipitación","400 - 800 mm"
Casas Grandes,Chih.,Coutput/pdfs/08013,"Rango de temperatura","8 – 18°C"
Casas Grandes,Chih.,Coutput/pdfs/08013,"Rango de precipitación","200 - 800 mm"
Camargo,Chihuahua,Coutput/pdfs/08014,"Rango de temperatura","14 – 20°C"
Camargo,Chihuahua,Coutput/pdfs/08014,"Rango de precipitación","200 - 400 mm"
Coyame del Sotol,Chihuahua,Coutput/pdfs/08015,"Rango de temperatura","14 – 20°C"
Coyame del Sotol,Chihuahua,Coutput/pdfs/08015,"Rango de precipitación","200 - 400 mm"
La Cruz,Chihuahua,Coutput/pdfs/08016,"Rango de temperatura","18 – 20°C"
La Cruz,Chihuahua,Coutput/pdfs/08016,"Rango de precipitación","200 - 400 mm"
Cuauhtémoc,Chihuahua,Coutput/pdfs/08017,"Rango de temperatura","12 – 20°C"
Cuauhtémoc,Chihuahua,Coutput/pdfs/08017,"Rango de precipitación","300 - 500 mm"
Cusihuiriachi,Chihuahua.,Coutput/pdfs/08018,"Rango de temperatura","10 – 18°C"
Cusihuiriachi,Chihuahua.,Coutput/pdfs/08018,"Rango de precipitación","400 - 600 mm"
Chihuahua,Chihuahua,Coutput/pdfs/08019,"Rango de temperatura","10 – 20°C"
Chihuahua,Chihuahua,Coutput/pdfs/08019,"Rango de precipitación","200 - 600 mm"
Chinipas,Chihuahua,Coutput/pdfs/08020,"Rango de temperatura","14 – 24°C"
Chinipas,Chihuahua,Coutput/pdfs/08020,"Rango de precipitación","200 – 1 200 mm"
Delicias,Chihuahua,Coutput/pdfs/08021,"Rango de temperatura","18 – 20°C"
Delicias,Chihuahua,Coutput/pdfs/08021,"Rango de precipitación","200 - 400 mm"
Doctor Belisario Domínguez,Chihuahua,Coutput/pdfs/08022,"Rango de temperatura","12 – 18°C"
Doctor Belisario Domínguez,Chihuahua,Coutput/pdfs/08022,"Rango de precipitación","400 - 700 mm"
Galeana,Chihuahua,Coutput/pdfs/08023,"Rango de temperatura","10 – 18°C"
Galeana,Chihuahua,Coutput/pdfs/08023,"Rango de precipitación","200 - 500 mm"
Santa Isabel,Chihuahua,Coutput/pdfs/08024,"Rango de temperatura","12 – 18°C"
Santa Isabel,Chihuahua,Coutput/pdfs/08024,"Rango de precipitación","400 - 500 mm"
Gómez Farías,Chihuahua,Coutput/pdfs/08025,"Rango de temperatura","06 – 12°C"
Gómez Farías,Chihuahua,Coutput/pdfs/08025,"Rango de precipitación","400 - 700 mm"
Gran Morelos,Chihuahua,Coutput/pdfs/08026,"Rango de temperatura","12 – 18°C"
Gran Morelos,Chihuahua,Coutput/pdfs/08026,"Rango de precipitación","400 - 500 mm"
Guachochi,Chihuahua,Coutput/pdfs/08027,"Rango de temperatura","8 – 26°C"
Guachochi,Chihuahua,Coutput/pdfs/08027,"Rango de precipitación","500 - 800 mm"
Guadalupe,Chihuahua,Coutput/pdfs/08028,"Rango de temperatura","12 – 20°C"
Guadalupe,Chihuahua,Coutput/pdfs/08028,"Rango de precipitación","200 - 400 mm"
Guadalupe y Calvo,Chihuahua,Coutput/pdfs/08029,"Rango de temperatura","08 – 26°C"
Guadalupe y Calvo,Chihuahua,Coutput/pdfs/08029,"Rango de precipitación","600 – 1 200 mm"
Guazapares,Chihuahua,Coutput/pdfs/08030,"Rango de temperatura","10 – 24°C"
Guazapares,Chihuahua,Coutput/pdfs/08030,"Rango de precipitación","700 – 1 100 mm"
Guerrero,Chihuahua,Coutput/pdfs/08031,"Rango de temperatura","8 – 16°C"
Guerrero,Chihuahua,Coutput/pdfs/08031,"Rango de precipitación","400 – 1 200mm"
Hidalgo del Parral,Chihuahua,Coutput/pdfs/08032,"Rango de temperatura","14 – 20°C"
Hidalgo del Parral,Chihuahua,Coutput/pdfs/08032,"Rango de precipitación","300 - 600 mm"
Huejotitán,Chihuahua,Coutput/pdfs/08033,"Rango de temperatura","12 – 20°C"
Huejotitán,Chihuahua,Coutput/pdfs/08033,"Rango de precipitación","400 - 600 mm"
Ignacio Zaragoza,Chihuahua,Coutput/pdfs/08034,"Rango de temperatura","6 – 18°C"
Ignacio Zaragoza,Chihuahua,Coutput/pdfs/08034,"Rango de precipitación","300 - 700 mm"
Janos,Chihuahua,Coutput/pdfs/08035,"Rango de temperatura","10 – 18°C"
Janos,Chihuahua,Coutput/pdfs/08035,"Rango de precipitación","200 - 700 mm"
Jiménez,Chihuahua,Coutput/pdfs/08036,"Rango de temperatura","14 – 22°C"
Jiménez,Chihuahua,Coutput/pdfs/08036,"Rango de precipitación","200- 500 mm"
Juárez,Chihuahua,Coutput/pdfs/08037,"Rango de temperatura","14 – 18°C"
Juárez,Chihuahua,Coutput/pdfs/08037,"Rango de precipitación","200 - 300 mm"
Julimes,Chihuahua,Coutput/pdfs/08038,"Rango de temperatura","14 – 20°C"
Julimes,Chihuahua,Coutput/pdfs/08038,"Rango de precipitación","200 - 400 mm"
López,Chihuahua,Coutput/pdfs/08039,"Rango de temperatura","18 – 20°C"
López,Chihuahua,Coutput/pdfs/08039,"Rango de precipitación","300 - 500 mm"
Madera,Chihuahua,Coutput/pdfs/08040,"Rango de temperatura","08 – 22°C"
Madera,Chihuahua,Coutput/pdfs/08040,"Rango de precipitación","400 – 1 200 mm"
Maguarichi,Chihuahua,Coutput/pdfs/08041,"Rango de temperatura","8 – 22°C"
Maguarichi,Chihuahua,Coutput/pdfs/08041,"Rango de precipitación","600 - 1000 mm"
Manuel Benavides,Chihuahua,Coutput/pdfs/08042,"Rango de temperatura","14 – 22°C"
Manuel Benavides,Chihuahua,Coutput/pdfs/08042,"Rango de precipitación","100 - 400 mm"
Matachí,Chihuahua,Coutput/pdfs/08043,"Rango de temperatura","8 – 14°C"
Matachí,Chihuahua,Coutput/pdfs/08043,"Rango de precipitación","400 - 700 mm"
Matamoros,Chihuahua,Coutput/pdfs/08044,"Rango de temperatura","12 – 18°C"
Matamoros,Chihuahua,Coutput/pdfs/08044,"Rango de precipitación","400 - 600 mm"
Meoqui,Chihuahua,Coutput/pdfs/08045,"Rango de temperatura","18 – 20°C"
Meoqui,Chihuahua,Coutput/pdfs/08045,"Rango de precipitación","200 - 400 mm"
Morelos,Chihuahua,Coutput/pdfs/08046,"Rango de temperatura","12 – 26°C"
Morelos,Chihuahua,Coutput/pdfs/08046,"Rango de precipitación","500 – 1 200 mm"
Moris,Chihuahua,Coutput/pdfs/08047,"Rango de temperatura","10 – 22°C"
Moris,Chihuahua,Coutput/pdfs/08047,"Rango de precipitación","600 - 1 000mm"
Namiquipa,Chihuahua,Coutput/pdfs/08048,"Rango de temperatura","6 – 16°C"
Namiquipa,Chihuahua,Coutput/pdfs/08048,"Rango de precipitación","300 - 600 mm"
Nonoava,Chihuahua,Coutput/pdfs/08049,"Rango de temperatura","10 – 18°C"
Nonoava,Chihuahua,Coutput/pdfs/08049,"Rango de precipitación","400 - 700 mm"
Nuevo Casas Grandes,Chihuahua,Coutput/pdfs/08050,"Rango de temperatura","12 – 18°C"
Nuevo Casas Grandes,Chihuahua,Coutput/pdfs/08050,"Rango de precipitación","200 - 500 mm"
Ocampo,Chihuahua,Coutput/pdfs/08051,"Rango de temperatura","08 – 22°C"
Ocampo,Chihuahua,Coutput/pdfs/08051,"Rango de precipitación","600 – 1 200 mm"
Ojinaga,Chihuahua,Coutput/pdfs/08052,"Rango de temperatura","14 – 22°C"
Ojinaga,Chihuahua,Coutput/pdfs/08052,"Rango de precipitación","200 - 400 mm"
Praxedis G. Guerrero,Chihuahua,Coutput/pdfs/08053,"Rango de temperatura","14 – 18°C"
Praxedis G. Guerrero,Chihuahua,Coutput/pdfs/08053,"Rango de precipitación","200 - 300 mm"
Riva Palacio,Chihuahua,Coutput/pdfs/08054,"Rango de temperatura","10 – 18°C"
Riva Palacio,Chihuahua,Coutput/pdfs/08054,"Rango de precipitación","400 - 600 mm"
Rosales,Chihuahua,Coutput/pdfs/08055,"Rango de temperatura","14 – 20°C"
Rosales,Chihuahua,Coutput/pdfs/08055,"Rango de precipitación","200 - 500 mm"
Rosario,Chihuahua,Coutput/pdfs/08056,"Rango de temperatura","10 – 20°C"
Rosario,Chihuahua,Coutput/pdfs/08056,"Rango de precipitación","400 - 700 mm"
San Francisco de Borja,Chihuahua,Coutput/pdfs/08057,"Rango de temperatura","8 – 18°C"
San Francisco de Borja,Chihuahua,Coutput/pdfs/08057,"Rango de precipitación","400 - 700 mm"
San Francisco de Conchos,Coutput/pdfs/08058,"Rango de temperatura","18 – 20°C"
San Francisco de Conchos,Coutput/pdfs/08058,"Rango de precipitación","300 - 400 mm"
San Francisco del Oro,Chihuahua,Coutput/pdfs/08059,"Rango de temperatura","10 – 18°C"
San Francisco del Oro,Chihuahua,Coutput/pdfs/08059,"Rango de precipitación","400 - 700 mm"
Santa Bárbara,Chihuahua,Coutput/pdfs/08060,"Rango de temperatura","10 – 18ºC"
Santa Bárbara,Chihuahua,Coutput/pdfs/08060,"Rango de precipitación","400 - 700 mm"
Satevó,Chihuahua,Coutput/pdfs/08061,"Rango de temperatura","12 – 20°C"
Satevó,Chihuahua,Coutput/pdfs/08061,"Rango de precipitación","300 - 500 mm"
Saucillo,Chihuahua,Coutput/pdfs/08062,"Rango de temperatura","16 – 20°C"
Saucillo,Chihuahua,Coutput/pdfs/08062,"Rango de precipitación","200- 400mm"
Temósachi,Chihuahua,Coutput/pdfs/08063,"Rango de temperatura","8 – 18°C"
Temósachi,Chihuahua,Coutput/pdfs/08063,"Rango de precipitación","400 – 1 200 mm"
El Tule,Chihuahua,Coutput/pdfs/08064,"Rango de temperatura","12 – 18°C"
El Tule,Chihuahua,Coutput/pdfs/08064,"Rango de precipitación","700 - 400 mm"
Urique,Chihuahua,Coutput/pdfs/08065,"Rango de temperatura","10 – 26°C"
Urique,Chihuahua,Coutput/pdfs/08065,"Rango de precipitación","500 – 1 200 mm"
Uruachi,Chihuahua,Coutput/pdfs/08066,"Rango de temperatura","14 – 24°C"
Uruachi,Chihuahua,Coutput/pdfs/08066,"Rango de precipitación","600 – 1 200 mm"
Valle de Zaragoza,Chihuahua,Coutput/pdfs/08067,"Rango de temperatura","16 – 20°C"
Valle de Zaragoza,Chihuahua,Coutput/pdfs/08067,"Rango de precipitación","300 - 500 mm"
Azcapotzalco,Distrito Federal,Coutput/pdfs/09002,"Rango de temperatura","14 – 18°C"
Azcapotzalco,Distrito Federal,Coutput/pdfs/09002,"Rango de precipitación","600 - 800 mm"
Coyoacán,Distrito Federal,Coutput/pdfs/09003,"Rango de temperatura","14 - 18°C"
Coyoacán,Distrito Federal,Coutput/pdfs/09003,"Rango de precipitación","600 - 900 mm"
Cuajimalpa de Morelos,Distrito Federal,Coutput/pdfs/09004,"Rango de temperatura","6 - 14°C"
Cuajimalpa de Morelos,Distrito Federal,Coutput/pdfs/09004,"Rango de precipitación","900 - 1600 mm"
Gustavo A. Madero,Distrito Federal,Coutput/pdfs/09005,"Rango de temperatura","12 - 18°C"
Gustavo A. Madero,Distrito Federal,Coutput/pdfs/09005,"Rango de precipitación","500 - 700 mm"
Iztacalco,Distrito Federal,Coutput/pdfs/09006,"Rango de temperatura","14 - 16°C"
