municipality,state,code,variable,min_precipitation,max_precipitation
Súchil,Durango,Coutput/pdfs/10033,"Rango de precipitación","400,700 "
Tamazula,Durango,Coutput/pdfs/10034,"Rango de precipitación","700,1300 "
Tepehuanes,Durango,Coutput/pdfs/10035,"Rango de precipitación","400,1300 "
Tlahualilo,Durango,Coutput/pdfs/10036,"Rango de precipitación","100,300 "
Topia,Durango,Coutput/pdfs/10037,"Rango de precipitación","700,1400 "
Vicente Guerrero,Durango,Coutput/pdfs/10038,"Rango de precipitación","400,700 "
Nuevo Ideal,Durango,Coutput/pdfs/10039,"Rango de precipitación","300,800 "
Abasolo,Guanajuato,Coutput/pdfs/11001,"Rango de precipitación","700,800 "
Acámbaro,Guanajuato,Coutput/pdfs/11002,"Rango de precipitación","700,900 "
San Miguel de Allende,Guanajuato,Coutput/pdfs/11003,"Rango de precipitación","400,900 "
Apaseo el Alto,Guanajuato,Coutput/pdfs/11004,"Rango de precipitación","500,800 "
Apaseo el Grande,Guanajuato,Coutput/pdfs/11005,"Rango de precipitación","500,800 "
Atarjea,Guanajuato,Coutput/pdfs/11006,"Rango de precipitación","500,900 "
Celaya,Guanajuato,Coutput/pdfs/11007,"Rango de precipitación","600,800 "
Manuel Doblado,Guanajuato,Coutput/pdfs/11008,"Rango de precipitación","700,900 "
Comonfort,Guanajuato,Coutput/pdfs/11009,"Rango de precipitación","600,900 "
Coroneo,Guanajuato,Coutput/pdfs/11010,"Rango de precipitación","700,800 "
Cortazar,Guanajuato,Coutput/pdfs/11011,"Rango de precipitación","600,800 "
Cuerámaro,Guanajuato,Coutput/pdfs/11012,"Rango de precipitación","700,900 "
Doctor Mora,Guanajuato,Coutput/pdfs/11013,"Rango de precipitación","400,600 "
Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,Coutput/pdfs/11014,"Rango de precipitación","400,900 "
Guanajuato,Guanajuato,Coutput/pdfs/11015,"Rango de precipitación","600,900 "
Huanímaro,Guanajuato,Coutput/pdfs/11016,"Rango de precipitación","700,800 "
Irapuato,Guanajuato,Coutput/pdfs/11017,"Rango de precipitación","600,900 "
Jaral del Progreso,Guanajuato,Coutput/pdfs/11018,"Rango de precipitación","600,800 "
Jerécuaro,Guanajuato,Coutput/pdfs/11019,"Rango de precipitación","700,900 "
León,Guanajuato,Coutput/pdfs/11020,"Rango de precipitación","600,900 "
Moroleón,Guanajuato,Coutput/pdfs/11021,"Rango de precipitación","700,900 "
Ocampo,Guanajuato,Coutput/pdfs/11022,"Rango de precipitación","400,700 "
Pénjamo,Guanajuato,Coutput/pdfs/11023,"Rango de precipitación","700,900 "
Pueblo Nuevo,Guanajuato,Coutput/pdfs/11024,"Rango de precipitación","600,800 "
Purísima del Rincón,Guanajuato,Coutput/pdfs/11025,"Rango de precipitación","600,900 "
Romita,Guanajuato,Coutput/pdfs/11026,"Rango de precipitación","600,800 "
Salamanca,Guanajuato,Coutput/pdfs/11027,"Rango de precipitación","600,900 "
Salvatierra,Guanajuato,Coutput/pdfs/11028,"Rango de precipitación","700,800 "
San Diego de la Unión,Guanajuato,Coutput/pdfs/11029,"Rango de precipitación","300,700 "
San Felipe,Guanajuato,Coutput/pdfs/11030,"Rango de precipitación","300,900 "
San Francisco del Rincón,Guanajuato,Coutput/pdfs/11031,"Rango de precipitación","600,800 "
San José Iturbide,Guanajuato,Coutput/pdfs/11032,"Rango de precipitación","400,700 "
San Luis de la Paz,Guanajuato,Coutput/pdfs/11033,"Rango de precipitación","300,700 "
Santa Catarina,Guanajuato,Coutput/pdfs/11034,"Rango de precipitación","400,800 "
Santa Cruz de Juventino Rosas,Guanajuato,Coutput/pdfs/11035,"Rango de precipitación","600,900 "
Santiago Maravatío,Guanajuato,Coutput/pdfs/11036,"Rango de precipitación","700,800 "
Silao,Guanajuato,Coutput/pdfs/11037,"Rango de precipitación","600,900 "
Tarandacuao,Guanajuato,Coutput/pdfs/11038,"Rango de precipitación","700,900 "
Tarimoro,Guanajuato,Coutput/pdfs/11039,"Rango de precipitación","700,800 "
Tierra Blanca,Guanajuato,Coutput/pdfs/11040,"Rango de precipitación","500,800 "
Uriangato,Guanajuato,Coutput/pdfs/11041,"Rango de precipitación","700,900 "
Valle de Santiago,Guanajuato,Coutput/pdfs/11042,"Rango de precipitación","600,900 "
Victoria,Guanajuato,Coutput/pdfs/11043,"Rango de precipitación","500,800 "
Villagrán,Guanajuato,Coutput/pdfs/11044,"Rango de precipitación","700,800 "
Xichú,Guanajuato,Coutput/pdfs/11045,"Rango de precipitación","500,900 "
Yuriria,Guanajuato,Coutput/pdfs/11046,"Rango de precipitación","700,900 "
Acapulco de Juárez,Guerrero,Coutput/pdfs/12001,"Rango de precipitación","1000,2000 "
Ahuacuotzingo,Guerrero,Coutput/pdfs/12002,"Rango de precipitación","700,1200 "
Ajuchitlán del Progreso,Guerrero,Coutput/pdfs/12003,"Rango de precipitación","1000,2500 "
Alcozauca de Guerrero,Guerrero,Coutput/pdfs/12004,"Rango de precipitación","800,2500 "
Alpoyeca,Guerrero,Coutput/pdfs/12005,"Rango de precipitación","700,1000 "
Apaxtla,Guerrero,Coutput/pdfs/12006,"Rango de precipitación","700,1300 "
Arcelia,Guerrero,Coutput/pdfs/12007,"Rango de precipitación","800,1100 "
Atenango del Río,Guerrero,Coutput/pdfs/12008,"Rango de precipitación","700,1000 "
Atlamajalcingo del Monte,Guerrero,Coutput/pdfs/12009,"Rango de precipitación","800,2500 "
Atlixtac,Guerrero,Coutput/pdfs/12010,"Rango de precipitación","800,2000 "
Atoyac de Álvarez,Guerrero,Coutput/pdfs/12011,"Rango de precipitación","1100,2500 "
Ayutla de los Libres,Guerrero,Coutput/pdfs/12012,"Rango de precipitación","1300,2000 "
Azoyú,Guerrero,Coutput/pdfs/12013,"Rango de precipitación","1100,2000 "
Benito Juárez,Guerrero,Coutput/pdfs/12014,"Rango de precipitación","1000,1200 "
Buenavista de Cuéllar,Guerrero,Coutput/pdfs/12015,"Rango de precipitación","800,1100 "
Coahuayutla de José María Izazaga,Guerrero,Coutput/pdfs/12016,"Rango de precipitación","500,1300 "
Cocula,Guerrero,Coutput/pdfs/12017,"Rango de precipitación","1000,1300 "
Copala,Guerrero,Coutput/pdfs/12018,"Rango de precipitación","1000,1500 "
Copalillo,Guerrero,Coutput/pdfs/12019,"Rango de precipitación","700,1000 "
Copanatoyac,Guerrero,Coutput/pdfs/12020,"Rango de precipitación","700,1500 "
Coyuca de Benítez,Guerrero,Coutput/pdfs/12021,"Rango de precipitación","1000,2500 "
Coyuca de Catalán,Guerrero,Coutput/pdfs/12022,"Rango de precipitación","800,2000 "
Cuajinicuilapa,Guerrero,Coutput/pdfs/12023,"Rango de precipitación","1100,1300 "
Cualác,Guerrero,Coutput/pdfs/12024,"Rango de precipitación","700,1200 "
Cuautepec,Guerrero,Coutput/pdfs/12025,"Rango de precipitación","1100,1300 "
Cuetzala del Progreso,Guerrero,Coutput/pdfs/12026,"Rango de precipitación","700,1500 "
Cutzamala de Pinzón,Guerrero,Coutput/pdfs/12027,"Rango de precipitación","800,1100 "
Chilapa de Álvarez,Guerrero,Coutput/pdfs/12028,"Rango de precipitación","800,2000 "
Chilpancingo de los Bravo,Guerrero,Coutput/pdfs/12029,"Rango de precipitación","800,2500 "
Florencio Villarreal,Guerrero,Coutput/pdfs/12030,"Rango de precipitación","1100,1300 "
General Canuto A Neri,Guerrero,Coutput/pdfs/12031,"Rango de precipitación","1000,1200 "
General Heliodoro Castillo,Guerrero,Coutput/pdfs/12032,"Rango de precipitación","700,2500 "
Huamuxtitlán,Guerrero,Coutput/pdfs/12033,"Rango de precipitación","700,1000 "
Huitzuco de los Figueroa,Guerrero,Coutput/pdfs/12034,"Rango de precipitación","700,1100 "
Iguala de la Independencia,Guerrero,Coutput/pdfs/12035,"Rango de precipitación","700,1100 "
Igualapa,Guerrero,Coutput/pdfs/12036,"Rango de precipitación","1100,2000 "
Ixcateopan de Cuauhtémoc,Guerrero,Coutput/pdfs/12037,"Rango de precipitación","1000,1300 "
José Azueta,Guerrero,Coutput/pdfs/12038,"Rango de precipitación","800,2000 "
Juan R Escudero,Guerrero,Coutput/pdfs/12039,"Rango de precipitación","1300,2000 "
Leonardo Bravo,Guerrero,Coutput/pdfs/12040,"Rango de precipitación","700,2000 "
Malinaltepec,Guerrero,Coutput/pdfs/12041,"Rango de precipitación","1100,2500 "
Mártir de Cuilapan,Guerrero,Coutput/pdfs/12042,"Rango de precipitación","700,1200 "
Metlatónoc,Guerrero,Coutput/pdfs/12043,"Rango de precipitación","800,3000 "
Mochitlán,Guerrero,Coutput/pdfs/12044,"Rango de precipitación","1100,2000 "
Olinalá,Guerrero,Coutput/pdfs/12045,"Rango de precipitación","600,1200 "
Ometepec,Guerrero,Coutput/pdfs/12046,"Rango de precipitación","1000,2500 "
Pedro Ascencio Alquisiras,Guerrero,Coutput/pdfs/12047,"Rango de precipitación","1000,1500 "
Petatlán,Guerrero,Coutput/pdfs/12048,"Rango de precipitación","800,2000 "
Pilcaya,Guerrero,Coutput/pdfs/12049,"Rango de precipitación","800,1300 "
Pungarabato,Guerrero,Coutput/pdfs/12050,"Rango de precipitación","800,1200 "
Quechultenango,Guerrero,Coutput/pdfs/12051,"Rango de precipitación","1300,2000 "
San Luis Acatlán,Guerrero,Coutput/pdfs/12052,"Rango de precipitación","1000,2000 "
San Marcos,Guerrero,Coutput/pdfs/12053,"Rango de precipitación","1100,2000 "
San Miguel Totolapan,Guerrero,Coutput/pdfs/12054,"Rango de precipitación","700,2500 "
Taxco de Alarcón,Guerrero,Coutput/pdfs/12055,"Rango de precipitación","800,1500 "
Tecoanapa,Guerrero,Coutput/pdfs/12056,"Rango de precipitación","1300,2000 "
Técpan de Galeana,Guerrero,Coutput/pdfs/12057,"Rango de precipitación","800,2000 "
Teloloapan,Guerrero,Coutput/pdfs/12058,"Rango de precipitación","800,1300 "
Tepecoacuilco de Trujano,Guerrero,Coutput/pdfs/12059,"Rango de precipitación","700,1000 "
Tetipac,Guerrero,Coutput/pdfs/12060,"Rango de precipitación","800,1300 "
Tixtla de Guerrero,Guerrero,Coutput/pdfs/12061,"Rango de precipitación","800,1300 "
Tlacoachistlahuaca,Guerrero,Coutput/pdfs/12062,"Rango de precipitación","1500,3000 "
Tlacoapa,Guerrero,Coutput/pdfs/12063,"Rango de precipitación","1300,2000 "
Tlalchapa,Guerrero,Coutput/pdfs/12064,"Rango de precipitación","800,1100 "
Tlalixtaquilla de Maldonado,Guerrero,Coutput/pdfs/12065,"Rango de precipitación","700,1000 "
Tlapa de Comonfort,Guerrero,Coutput/pdfs/12066,"Rango de precipitación","700,1100 "
Tlapehuala,Guerrero,Coutput/pdfs/12067,"Rango de precipitación","800,1200 "
La Unión de Isidoro Montes de Oca,Guerrero,Coutput/pdfs/12068,"Rango de precipitación","600,1300 "
Xalpatláhuac,Guerrero,Coutput/pdfs/12069,"Rango de precipitación","700,1100 "
Xochihuehuetlán,Guerrero,Coutput/pdfs/12070,"Rango de precipitación","700,1000 "
Xochistlahuaca,Guerrero,Coutput/pdfs/12071,"Rango de precipitación","1500,3000 "
Zapotitlán Tablas,Guerrero,Coutput/pdfs/12072,"Rango de precipitación","800,2000 "
Zirándaro,Guerrero,Coutput/pdfs/12073,"Rango de precipitación","600,1300 "
Zitlala,Guerrero,Coutput/pdfs/12074,"Rango de precipitación","700,1100 "
Eduardo Neri,Guerrero,Coutput/pdfs/12075,"Rango de precipitación","600,1200 "
Acatepec,Guerrero,Coutput/pdfs/12076,"Rango de precipitación","1300,2000 "
Marquelia,Guerrero,Coutput/pdfs/12077,"Rango de precipitación","1100,1300 "
Cochoapa el Grande,Guerrero,Coutput/pdfs/12078,"Rango de precipitación","1100,3000 "
José Joaquín de Herrera,Guerrero,Coutput/pdfs/12079,"Rango de precipitación","1100,1300 "
Juchitán,Guerrero,Coutput/pdfs/12080,"Rango de precipitación","1000,1200 "
Iliatenco,Guerrero,Coutput/pdfs/12081,"Rango de precipitación","1500,2000 "
Acatlán,Hidalgo,Coutput/pdfs/13001,"Rango de precipitación","500,900 "
Acaxochitlán,Hidalgo,Coutput/pdfs/13002,"Rango de precipitación","700,1600 "
Actopan,Hidalgo,Coutput/pdfs/13003,"Rango de precipitación","400,900 "
Agua Blanca de Iturbide,Hidalgo,Coutput/pdfs/13004,"Rango de precipitación","600,1600 "
Ajacuba,Hidalgo,Coutput/pdfs/13005,"Rango de precipitación","500,700 "
Alfajayucan,Hidalgo,Coutput/pdfs/13006,"Rango de precipitación","400,700 "
Almoloya,Hidalgo,Coutput/pdfs/13007,"Rango de precipitación","500,700 "
Apan,Hidalgo,Coutput/pdfs/13008,"Rango de precipitación","500,800 "
El Arenal,Hidalgo,Coutput/pdfs/13009,"Rango de precipitación","500,900 "
Atitalaquia,Hidalgo,Coutput/pdfs/13010,"Rango de precipitación","500,700 "
Atlapexco,Hidalgo,Coutput/pdfs/13011,"Rango de precipitación","1900,2100 "
Atotonilco el Grande,Hidalgo,Coutput/pdfs/13012,"Rango de precipitación","400,1100 "
Atotonilco de Tula,Hidalgo,Coutput/pdfs/13013,"Rango de precipitación","500,700 "
Calnali,Hidalgo,Coutput/pdfs/13014,"Rango de precipitación","1900,2100 "
Cardonal,Hidalgo,Coutput/pdfs/13015,"Rango de precipitación","300,1100 "
Cuautepec de Hinojosa,Hidalgo,Coutput/pdfs/13016,"Rango de precipitación","500,1100 "
Chapantongo,Hidalgo,Coutput/pdfs/13017,"Rango de precipitación","500,700 "
Chapulhuacán,Hidalgo,Coutput/pdfs/13018,"Rango de precipitación","900,2100 "
Chilcuautla,Hidalgo,Coutput/pdfs/13019,"Rango de precipitación","400,600 "
Eloxochitlán,Hidalgo,Coutput/pdfs/13020,"Rango de precipitación","400,1100 "
Emiliano Zapata,Hidalgo,Coutput/pdfs/13021,"Rango de precipitación","500,700 "
Epazoyucan,Hidalgo,Coutput/pdfs/13022,"Rango de precipitación","400,900 "
Francisco I Madero,Hidalgo,Coutput/pdfs/13023,"Rango de precipitación","400,600 "
Huasca de Ocampo,Hidalgo,Coutput/pdfs/13024,"Rango de precipitación","500,1100 "
Huautla,Hidalgo,Coutput/pdfs/13025,"Rango de precipitación","1400,1600 "
Huazalingo,Hidalgo,Coutput/pdfs/13026,"Rango de precipitación","1900,2100 "
Huehuetla,Hidalgo,Coutput/pdfs/13027,"Rango de precipitación","1900,2600 "
Huejutla de Reyes,Hidalgo,Coutput/pdfs/13028,"Rango de precipitación","1400,2100 "
Huichapan,Hidalgo,Coutput/pdfs/13029,"Rango de precipitación","500,700 "
Ixmiquilpan,Hidalgo,Coutput/pdfs/13030,"Rango de precipitación","300,1100 "
Jacala de Ledezma,Hidalgo,Coutput/pdfs/13031,"Rango de precipitación","500,1100 "
Jaltocán,Hidalgo,Coutput/pdfs/13032,"Rango de precipitación","1900,2100 "
Juárez Hidalgo,Hidalgo,Coutput/pdfs/13033,"Rango de precipitación","500,1400 "
Lolotla,Hidalgo,Coutput/pdfs/13034,"Rango de precipitación","1400,2100 "
Metepec,Hidalgo,Coutput/pdfs/13035,"Rango de precipitación","500,1100 "
San Agustín Metzquititlán,Hidalgo,Coutput/pdfs/13036,"Rango de precipitación","400,1600 "
Metztitlán,Hidalgo,Coutput/pdfs/13037,"Rango de precipitación","400,1300 "
Mineral del Chico,Hidalgo,Coutput/pdfs/13038,"Rango de precipitación","400,1100 "
Mineral del Monte,Hidalgo,Coutput/pdfs/13039,"Rango de precipitación","500,1100 "
La Misión,Hidalgo,Coutput/pdfs/13040,"Rango de precipitación","600,1300 "
Mixquiahuala de Juárez,Hidalgo,Coutput/pdfs/13041,"Rango de precipitación","400,600 "
Molango de Escamilla,Hidalgo,Coutput/pdfs/13042,"Rango de precipitación","900,1600 "
Nicolás Flores,Hidalgo,Coutput/pdfs/13043,"Rango de precipitación","800,1100 "
Nopala de Villagrán,Hidalgo,Coutput/pdfs/13044,"Rango de precipitación","500,800 "
Omitlán de Juárez,Hidalgo,Coutput/pdfs/13045,"Rango de precipitación","900,1100 "
San Felipe Orizatlán,Hidalgo,Coutput/pdfs/13046,"Rango de precipitación","1400,2100 "
Pacula,Hidalgo,Coutput/pdfs/13047,"Rango de precipitación","600,1100 "
Pachuca de Soto,Hidalgo,Coutput/pdfs/13048,"Rango de precipitación","400,900 "
Pisaflores,Hidalgo,Coutput/pdfs/13049,"Rango de precipitación","1100,2600 "
Progreso de Obregón,Hidalgo,Coutput/pdfs/13050,"Rango de precipitación","400,600 "
Mineral de la Reforma,Hidalgo,Coutput/pdfs/13051,"Rango de precipitación","400,700 "
San Agustín Tlaxiaca,Hidalgo,Coutput/pdfs/13052,"Rango de precipitación","500,700 "
San Bartolo Tutotepec,Hidalgo,Coutput/pdfs/13053,"Rango de precipitación","1100,2600 "
San Salvador,Hidalgo,Coutput/pdfs/13054,"Rango de precipitación","400,600 "
Santiago de Anaya,Hidalgo,Coutput/pdfs/13055,"Rango de precipitación","300,800 "
Santiago Tulantepec de Lugo Guerrero,Hidalgo,Coutput/pdfs/13056,"Rango de precipitación","500,900 "
Singuilucan,Hidalgo,Coutput/pdfs/13057,"Rango de precipitación","400,1100 "
Tasquillo,Hidalgo,Coutput/pdfs/13058,"Rango de precipitación","300,600 "
Tecozautla,Hidalgo,Coutput/pdfs/13059,"Rango de precipitación","400,600 "
Tenango de Doria,Hidalgo,Coutput/pdfs/13060,"Rango de precipitación","1100,2600 "
Tepeapulco,Hidalgo,Coutput/pdfs/13061,"Rango de precipitación","500,700 "
Tepehuacán de Guerrero,Hidalgo,Coutput/pdfs/13062,"Rango de precipitación","1100,2100 "
Tepeji del Río de Ocampo,Hidalgo,Coutput/pdfs/13063,"Rango de precipitación","500,900 "
Tepetitlán,Hidalgo,Coutput/pdfs/13064,"Rango de precipitación","500,700 "
Tetepango,Hidalgo,Coutput/pdfs/13065,"Rango de precipitación","500,700 "
Villa de Tezontepec,Hidalgo,Coutput/pdfs/13066,"Rango de precipitación","400,600 "
Tezontepec de Aldama,Hidalgo,Coutput/pdfs/13067,"Rango de precipitación","500,600 "
Tianguistengo,Hidalgo,Coutput/pdfs/13068,"Rango de precipitación","1900,2100 "
Tizayuca,Hidalgo,Coutput/pdfs/13069,"Rango de precipitación","500,700 "
Tlahuelilpan,Hidalgo,Coutput/pdfs/13070,"Rango de precipitación","500,600 "
Tlahuiltepa,Hidalgo,Coutput/pdfs/13071,"Rango de precipitación","400,1300 "
Tlanalapa,Hidalgo,Coutput/pdfs/13072,"Rango de precipitación","500,700 "
Tlanchinol,Hidalgo,Coutput/pdfs/13073,"Rango de precipitación","1900,2100 "
Tlaxcoapan,Hidalgo,Coutput/pdfs/13074,"Rango de precipitación","500,600 "
Tolcayuca,Hidalgo,Coutput/pdfs/13075,"Rango de precipitación","500,700 "
Tula de Allende,Hidalgo,Coutput/pdfs/13076,"Rango de precipitación","500,800 "
Tulancingo de Bravo,Hidalgo,Coutput/pdfs/13077,"Rango de precipitación","500,900 "
Xochiatipan,Hidalgo,Coutput/pdfs/13078,"Rango de precipitación","1900,2100 "
Xochicoatlán,Hidalgo,Coutput/pdfs/13079,"Rango de precipitación","1100,2100 "
Yahualica,Hidalgo,Coutput/pdfs/13080,"Rango de precipitación","1900,2100 "
Zacualtipán de Ángeles,Hidalgo,Coutput/pdfs/13081,"Rango de precipitación","500,2600 "
Zapotlán de Juárez,Hidalgo,Coutput/pdfs/13082,"Rango de precipitación","400,700 "
Zempoala,Hidalgo,Coutput/pdfs/13083,"Rango de precipitación","400,700 "
Zimapán,Hidalgo,Coutput/pdfs/13084,"Rango de precipitación","400,1100 "
Acatic,Jalisco,Coutput/pdfs/14001,"Rango de precipitación","800,1000 "
Acatlán de Juárez,Jalisco,Coutput/pdfs/14002,"Rango de precipitación","600,1000 "
Ahualulco de Mercado,Jalisco,Coutput/pdfs/14003,"Rango de precipitación","800,1100 "
Amacueca,Jalisco,Coutput/pdfs/14004,"Rango de precipitación","500,1000 "
Amatitán,Jalisco,Coutput/pdfs/14005,"Rango de precipitación","800,1100 "
Ameca,Jalisco,Coutput/pdfs/14006,"Rango de precipitación","800,1100 "
San Juanito de Escobedo,Jalisco,Coutput/pdfs/14007,"Rango de precipitación","800,1100 "
Arandas,Jalisco,Coutput/pdfs/14008,"Rango de precipitación","700,1100 "
El Arenal,Jalisco,Coutput/pdfs/14009,"Rango de precipitación","800,1100 "
Atemajac de Brizuela,Jalisco,Coutput/pdfs/14010,"Rango de precipitación","700,1100 "
Atengo,Jalisco,Coutput/pdfs/14011,"Rango de precipitación","800,1100 "
Atenguillo,Jalisco,Coutput/pdfs/14012,"Rango de precipitación","1100,1300 "
Atotonilco el Alto,Jalisco,Coutput/pdfs/14013,"Rango de precipitación","800,1000 "
Atoyac,Jalisco,Coutput/pdfs/14014,"Rango de precipitación","500,1100 "
Autlán de Navarro,Jalisco,Coutput/pdfs/14015,"Rango de precipitación","700,1300 "
Ayotlán,Jalisco,Coutput/pdfs/14016,"Rango de precipitación","700,1000 "
Ayutla,Jalisco,Coutput/pdfs/14017,"Rango de precipitación","800,2000 "
La Barca,Jalisco,Coutput/pdfs/14018,"Rango de precipitación","700,1000 "
Bolaños,Jalisco,Coutput/pdfs/14019,"Rango de precipitación","500,1000 "
Cabo Corrientes,Jalisco,Coutput/pdfs/14020,"Rango de precipitación","800,2000 "
Casimiro Castillo,Jalisco,Coutput/pdfs/14021,"Rango de precipitación","800,2000 "
Cihuatlán,Jalisco,Coutput/pdfs/14022,"Rango de precipitación","800,1300 "
Zapotlán el Grande,Jalisco,Coutput/pdfs/14023,"Rango de precipitación","700,1100 "
Cocula,Jalisco,Coutput/pdfs/14024,"Rango de precipitación","800,1100 "
Colotlán,Jalisco,Coutput/pdfs/14025,"Rango de precipitación","600,800 "
Concepción de Buenos Aires,Jalisco,Coutput/pdfs/14026,"Rango de precipitación","700,1100 "
Cuautitlán de García Barragán,Jalisco,Coutput/pdfs/14027,"Rango de precipitación","800,2000 "
Cuautla,Jalisco,Coutput/pdfs/14028,"Rango de precipitación","1100,2000 "
Cuquío,Jalisco,Coutput/pdfs/14029,"Rango de precipitación","700,1000 "
